Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Normal,Chrome 123.0.6312.86,,,04-04-2024 11:49:28,04-04-2024 11:50:03,34.907s,PASSED
,,,,,,,
Test Cases/Register - With Existing Email,Chrome 123.0.6312.86,,,04-04-2024 11:49:28,04-04-2024 11:49:42,13.125s,PASSED
"openBrowser("""")",Chrome 123.0.6312.86,,,04-04-2024 11:49:29,04-04-2024 11:49:31,1.960s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 123.0.6312.86,,,04-04-2024 11:49:31,04-04-2024 11:49:39,7.945s,PASSED
"click(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise/a_Signup  Login""))",Chrome 123.0.6312.86,,,04-04-2024 11:49:39,04-04-2024 11:49:40,1.450s,PASSED
"setText(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/input_New User Signup_name""), ""Filbert Bojinov"")",Chrome 123.0.6312.86,,,04-04-2024 11:49:40,04-04-2024 11:49:40,0.334s,PASSED
"setText(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/input_New User Signup_email""), ""filbert.bojinov@katalon.com"")",Chrome 123.0.6312.86,,,04-04-2024 11:49:40,04-04-2024 11:49:41,0.251s,PASSED
"click(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/button_Signup""))",Chrome 123.0.6312.86,,,04-04-2024 11:49:41,04-04-2024 11:49:41,0.752s,PASSED
"verifyElementVisible(findTestObject(""Register - With Existing Email/Page_Automation Exercise - Signup  Login/p_Email Address already exist""))",Chrome 123.0.6312.86,,,04-04-2024 11:49:41,04-04-2024 11:49:42,0.156s,PASSED
,,,,,,,
Test Cases/Login - Incorrect,Chrome 123.0.6312.86,,,04-04-2024 11:49:42,04-04-2024 11:49:48,6.881s,PASSED
"openBrowser("""")",Chrome 123.0.6312.86,,,04-04-2024 11:49:42,04-04-2024 11:49:42,0.794s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 123.0.6312.86,,,04-04-2024 11:49:42,04-04-2024 11:49:45,3.095s,PASSED
"click(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise/a_Signup  Login""))",Chrome 123.0.6312.86,,,04-04-2024 11:49:45,04-04-2024 11:49:47,1.348s,PASSED
"setText(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise - Signup  Login/input_Login to your account_email""), ""halohbrty@katalon.com"")",Chrome 123.0.6312.86,,,04-04-2024 11:49:47,04-04-2024 11:49:47,0.315s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise - Signup  Login/input_Login to your account_password""), ""tzH6RvlfSTg="")",Chrome 123.0.6312.86,,,04-04-2024 11:49:47,04-04-2024 11:49:47,0.196s,PASSED
"click(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise - Signup  Login/button_Login""))",Chrome 123.0.6312.86,,,04-04-2024 11:49:47,04-04-2024 11:49:48,0.910s,PASSED
"verifyElementVisible(findTestObject(""Login - Incorrect/Page_Automation Exercise - Signup  Login/p_Your email or password is incorrect""))",Chrome 123.0.6312.86,,,04-04-2024 11:49:48,04-04-2024 11:49:48,0.142s,PASSED
,,,,,,,
Test Cases/Login - Correct,Chrome 123.0.6312.86,,,04-04-2024 11:49:48,04-04-2024 11:49:57,8.593s,PASSED
"openBrowser("""")",Chrome 123.0.6312.86,,,04-04-2024 11:49:48,04-04-2024 11:49:49,0.761s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 123.0.6312.86,,,04-04-2024 11:49:49,04-04-2024 11:49:52,2.942s,PASSED
