Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Normal,Chrome 123.0.6312.86,,,05-04-2024 10:17:55,05-04-2024 10:18:32,36.345s,PASSED
,,,,,,,
Test Cases/Register - With Existing Email,Chrome 123.0.6312.86,,,05-04-2024 10:17:56,05-04-2024 10:18:06,10.555s,PASSED
"openBrowser("""")",Chrome 123.0.6312.86,,,05-04-2024 10:17:56,05-04-2024 10:17:58,2.346s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 123.0.6312.86,,,05-04-2024 10:17:58,05-04-2024 10:18:03,4.311s,PASSED
"click(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise/a_Signup  Login""))",Chrome 123.0.6312.86,,,05-04-2024 10:18:03,05-04-2024 10:18:04,1.682s,PASSED
"setText(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/input_New User Signup_name""), ""Filbert Bojinov"")",Chrome 123.0.6312.86,,,05-04-2024 10:18:04,05-04-2024 10:18:05,0.459s,PASSED
"setText(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/input_New User Signup_email""), ""filbert.bojinov@katalon.com"")",Chrome 123.0.6312.86,,,05-04-2024 10:18:05,05-04-2024 10:18:05,0.347s,PASSED
"click(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/button_Signup""))",Chrome 123.0.6312.86,,,05-04-2024 10:18:05,05-04-2024 10:18:06,0.861s,PASSED
"verifyElementVisible(findTestObject(""Register - With Existing Email/Page_Automation Exercise - Signup  Login/p_Email Address already exist""))",Chrome 123.0.6312.86,,,05-04-2024 10:18:06,05-04-2024 10:18:06,0.225s,PASSED
,,,,,,,
Test Cases/Login - Incorrect,Chrome 123.0.6312.86,,,05-04-2024 10:18:06,05-04-2024 10:18:15,9.040s,PASSED
"openBrowser("""")",Chrome 123.0.6312.86,,,05-04-2024 10:18:06,05-04-2024 10:18:07,0.953s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 123.0.6312.86,,,05-04-2024 10:18:07,05-04-2024 10:18:12,4.352s,PASSED
