Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Normal,Chrome 123.0.0.0,,,04-04-2024 11:50:36,04-04-2024 11:51:25,49.716s,PASSED
,,,,,,,
Test Cases/Register - With Existing Email,Chrome 123.0.0.0,,,04-04-2024 11:50:36,04-04-2024 11:50:49,13.071s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,04-04-2024 11:50:36,04-04-2024 11:50:38,2.087s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 123.0.0.0,,,04-04-2024 11:50:38,04-04-2024 11:50:43,4.311s,PASSED
"click(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise/a_Signup  Login""))",Chrome 123.0.0.0,,,04-04-2024 11:50:43,04-04-2024 11:50:44,1.837s,PASSED
"setText(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/input_New User Signup_name""), ""Filbert Bojinov"")",Chrome 123.0.0.0,,,04-04-2024 11:50:44,04-04-2024 11:50:46,1.567s,PASSED
"setText(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/input_New User Signup_email""), ""filbert.bojinov@katalon.com"")",Chrome 123.0.0.0,,,04-04-2024 11:50:46,04-04-2024 11:50:47,0.780s,PASSED
"click(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/button_Signup""))",Chrome 123.0.0.0,,,04-04-2024 11:50:47,04-04-2024 11:50:48,1.621s,PASSED
"verifyElementVisible(findTestObject(""Register - With Existing Email/Page_Automation Exercise - Signup  Login/p_Email Address already exist""))",Chrome 123.0.0.0,,,04-04-2024 11:50:48,04-04-2024 11:50:49,0.503s,PASSED
,,,,,,,
Test Cases/Login - Incorrect,Chrome 123.0.0.0,,,04-04-2024 11:50:49,04-04-2024 11:51:01,12.191s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,04-04-2024 11:50:49,04-04-2024 11:50:50,0.994s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 123.0.0.0,,,04-04-2024 11:50:50,04-04-2024 11:50:53,3.000s,PASSED
"click(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise/a_Signup  Login""))",Chrome 123.0.0.0,,,04-04-2024 11:50:53,04-04-2024 11:50:56,2.658s,PASSED
"setText(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise - Signup  Login/input_Login to your account_email""), ""halohbrty@katalon.com"")",Chrome 123.0.0.0,,,04-04-2024 11:50:56,04-04-2024 11:50:58,1.857s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise - Signup  Login/input_Login to your account_password""), ""tzH6RvlfSTg="")",Chrome 123.0.0.0,,,04-04-2024 11:50:58,04-04-2024 11:50:58,0.418s,PASSED
"click(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise - Signup  Login/button_Login""))",Chrome 123.0.0.0,,,04-04-2024 11:50:58,04-04-2024 11:50:59,1.425s,PASSED
