Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Normal,Chrome 123.0.6312.86,,,04-04-2024 12:30:42,04-04-2024 12:31:15,33.313s,PASSED
,,,,,,,
Test Cases/Register - With Existing Email,Chrome 123.0.6312.86,,,04-04-2024 12:30:42,04-04-2024 12:30:51,8.959s,PASSED
"openBrowser("""")",Chrome 123.0.6312.86,,,04-04-2024 12:30:43,04-04-2024 12:30:44,1.797s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 123.0.6312.86,,,04-04-2024 12:30:44,04-04-2024 12:30:47,3.075s,PASSED
"click(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise/a_Signup  Login""))",Chrome 123.0.6312.86,,,04-04-2024 12:30:47,04-04-2024 12:30:49,1.786s,PASSED
"setText(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/input_New User Signup_name""), ""Filbert Bojinov"")",Chrome 123.0.6312.86,,,04-04-2024 12:30:49,04-04-2024 12:30:50,0.538s,PASSED
"setText(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/input_New User Signup_email""), ""filbert.bojinov@katalon.com"")",Chrome 123.0.6312.86,,,04-04-2024 12:30:50,04-04-2024 12:30:50,0.294s,PASSED
"click(findTestObject(""Object Repository/Register - With Existing Email/Page_Automation Exercise - Signup  Login/button_Signup""))",Chrome 123.0.6312.86,,,04-04-2024 12:30:50,04-04-2024 12:30:51,0.961s,PASSED
"verifyElementVisible(findTestObject(""Register - With Existing Email/Page_Automation Exercise - Signup  Login/p_Email Address already exist""))",Chrome 123.0.6312.86,,,04-04-2024 12:30:51,04-04-2024 12:30:51,0.196s,PASSED
,,,,,,,
Test Cases/Login - Incorrect,Chrome 123.0.6312.86,,,04-04-2024 12:30:51,04-04-2024 12:30:59,7.622s,PASSED
"openBrowser("""")",Chrome 123.0.6312.86,,,04-04-2024 12:30:51,04-04-2024 12:30:52,0.917s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 123.0.6312.86,,,04-04-2024 12:30:52,04-04-2024 12:30:55,3.015s,PASSED
"click(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise/a_Signup  Login""))",Chrome 123.0.6312.86,,,04-04-2024 12:30:55,04-04-2024 12:30:57,1.756s,PASSED
"setText(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise - Signup  Login/input_Login to your account_email""), ""halohbrty@katalon.com"")",Chrome 123.0.6312.86,,,04-04-2024 12:30:57,04-04-2024 12:30:57,0.336s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise - Signup  Login/input_Login to your account_password""), ""tzH6RvlfSTg="")",Chrome 123.0.6312.86,,,04-04-2024 12:30:57,04-04-2024 12:30:58,0.208s,PASSED
"click(findTestObject(""Object Repository/Login - Incorrect/Page_Automation Exercise - Signup  Login/button_Login""))",Chrome 123.0.6312.86,,,04-04-2024 12:30:58,04-04-2024 12:30:59,1.151s,PASSED
"verifyElementVisible(findTestObject(""Login - Incorrect/Page_Automation Exercise - Signup  Login/p_Your email or password is incorrect""))",Chrome 123.0.6312.86,,,04-04-2024 12:30:59,04-04-2024 12:30:59,0.141s,PASSED
,,,,,,,
Test Cases/Login - Correct,Chrome 123.0.6312.86,,,04-04-2024 12:30:59,04-04-2024 12:31:09,10.584s,PASSED
"openBrowser("""")",Chrome 123.0.6312.86,,,04-04-2024 12:30:59,04-04-2024 12:31:00,0.733s,PASSED
"navigateToUrl(""https://automationexercise.com/"")",Chrome 123.0.6312.86,,,04-04-2024 12:31:00,04-04-2024 12:31:04,4.291s,PASSED
"click(findTestObject(""Object Repository/Login - Correct/Page_Automation Exercise/a_Signup  Login""))",Chrome 123.0.6312.86,,,04-04-2024 12:31:04,04-04-2024 12:31:06,1.780s,PASSED
"setText(findTestObject(""Object Repository/Login - Correct/Page_Automation Exercise - Signup  Login/input_Login to your account_email""), ""filbert.bojinov@katalon.com"")",Chrome 123.0.6312.86,,,04-04-2024 12:31:06,04-04-2024 12:31:06,0.307s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login - Correct/Page_Automation Exercise - Signup  Login/input_Login to your account_password""), ""tzH6RvlfSTg="")",Chrome 123.0.6312.86,,,04-04-2024 12:31:06,04-04-2024 12:31:06,0.170s,PASSED
"click(findTestObject(""Object Repository/Login - Correct/Page_Automation Exercise - Signup  Login/button_Login""))",Chrome 123.0.6312.86,,,04-04-2024 12:31:06,04-04-2024 12:31:09,3.241s,PASSED
